"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.01,180.561406806564,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.025,209.924210920903,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.05,235.177842342522,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.1,264.293662030881,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.15,283.937967346954,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.2,299.550638475017,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.25,312.944920124297,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.3,324.973399013028,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.35,336.119577305142,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.4,346.696210517206,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.45,356.929225552256,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.5,367,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.55,377.070774447744,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.6,387.303789482794,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.65,397.880422694858,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.7,409.026600986972,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.75,421.055079875703,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.8,434.449361524983,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.85,450.062032653046,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.9,469.706337969119,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.95,498.822157657478,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.975,524.075789079097,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-07",25,4,"wk","inc death","2021-01-02","quantile",0.99,553.438593193436,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.01,262.000899867975,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.025,288.144623529715,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.05,310.629668172298,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.1,336.553484615493,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.15,354.044160496122,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.2,367.945195220336,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.25,379.871045242111,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.3,390.580827145553,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.35,400.50503615566,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.4,409.922140015737,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.45,419.033296983616,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.5,428,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.55,436.966703016384,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.6,446.077859984263,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.65,455.49496384434,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.7,465.419172854447,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.75,476.128954757889,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.8,488.054804779664,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.85,501.955839503878,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.9,519.446515384507,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.95,545.370331827702,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.975,567.855376470285,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-14",25,4,"wk","inc death","2021-01-09","quantile",0.99,593.999100132025,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.01,121.58249567241,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.025,166.848788096353,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.05,205.780296825771,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.1,250.665833065568,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.15,280.949891271997,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.2,305.018700710285,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.25,325.667596080906,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.3,344.210942304664,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.35,361.394116092002,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.4,377.699267669957,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.45,393.474690519612,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.5,409,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.55,424.525309480388,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.6,440.300732330043,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.65,456.605883907998,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.7,473.789057695336,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.75,492.332403919094,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.8,512.981299289715,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.85,537.050108728003,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.9,567.334166934432,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.95,612.219703174229,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.975,651.151211903647,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-28",25,4,"wk","inc death","2021-01-23","quantile",0.99,696.41750432759,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.01,194.780681513437,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.025,225.683883009879,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.05,252.262341160545,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.1,282.905601220442,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.15,303.58046330365,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.2,320.012188280918,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.25,334.10914520288,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.3,346.768648203572,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.35,358.499564376807,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.4,369.631056656413,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.45,380.400904260645,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.5,391,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.55,401.599095739355,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.6,412.368943343587,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.65,423.500435623193,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.7,435.231351796428,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.75,447.89085479712,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.8,461.987811719082,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.85,478.41953669635,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.9,499.094398779558,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.95,529.737658839455,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.975,556.316116990121,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2020-12-20",25,4,"wk","inc death","2021-01-16","quantile",0.99,587.219318486563,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.01,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.025,0,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.05,48.3677482855637,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.1,114.989858021705,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.15,159.939479171504,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.2,195.664013129377,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.25,226.312482292411,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.3,253.835754831578,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.35,279.340168626688,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.4,303.541363236185,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.45,326.956299099018,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.5,350,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.55,373.043700900982,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.6,396.458636763815,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.65,420.659831373312,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.7,446.164245168422,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.75,473.687517707589,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.8,504.335986870623,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.85,540.060520828496,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.9,585.010141978295,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.95,651.632251714436,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.975,709.416996290245,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-04",25,4,"wk","inc death","2021-01-30","quantile",0.99,776.604249776647,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.01,157.648704139463,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.025,218.653885679249,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.05,271.121707329241,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.1,331.613745448336,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.15,372.427436380694,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.2,404.864864113402,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.25,432.693288824732,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.3,457.684074289131,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.35,480.841761393447,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.4,502.816141860285,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.45,524.076609269385,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.5,545,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.55,565.923390730615,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.6,587.183858139715,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.65,609.158238606553,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.7,632.315925710869,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.75,657.306711175268,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.8,685.135135886598,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.85,717.572563619306,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.9,758.386254551664,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.95,818.878292670759,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.975,871.346114320751,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-11",25,4,"wk","inc death","2021-02-06","quantile",0.99,932.351295860537,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.01,159.034806958161,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.025,219.34920728315,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.05,271.222918979494,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.1,331.029986371143,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.15,371.3815308056,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.2,403.451659152115,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.25,430.964973695052,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.3,455.672780489343,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.35,478.568245683553,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.4,500.293803200437,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.45,521.31353152585,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.5,542,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.55,562.68646847415,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.6,583.706196799563,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.65,605.431754316447,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.7,628.327219510657,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.75,653.035026304948,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.8,680.548340847883,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.85,712.6184691944,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.9,752.970013628859,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.95,812.777081020504,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.975,864.65079271685,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-18",25,4,"wk","inc death","2021-02-13","quantile",0.99,924.96519304184,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
"CovidAnalytics-DELPHI","2021-01-25",25,4,"wk","inc death","2021-02-20","quantile",0.01,379.336226501766,"Massachusetts",6892503,"state","ma","MA","Massachusetts"
