"model","importance","wis","dispersion","overpred","underpred","0.01","0.025","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","0.7","0.75","0.8","0.85","0.9","0.95","0.975","0.99","target_end_date","location","target"
"UCSD_NEU-DeepGLEAM",-4.38,124.355737894639,19.3240937586651,105.031644135974,0,120.104806711585,170.21136624702,195.834038736731,225.36111846297,245.371205550173,261.151518131138,274.816943458984,287.018216073132,298.324728695576,309.061848596027,319.392259409339,329.641328405223,342.205950466816,354.870291751121,368.03322914898,381.894201105817,396.852084512476,413.604913927933,432.950443133878,457.481371920798,493.679449764912,525.091004918895,586.518046108906,"2021-03-06","MA","4wk ahead inc death"
"BPagano-RtDriven",3.22,57.4386797695652,17.5093828130435,39.9292969565217,0,62.10002,90.32107,115.5492,145.09051,165.15167,181.13511,194.86504,207.20426,218.6438,229.50207,240.00943,250.35107,260.69271,271.20008,282.05834,293.49789,305.83711,319.56704,335.55047,355.61163,385.15295,410.38108,438.60213,"2021-03-06","MA","4wk ahead inc death"
"Ensemble.all",NA,83.034508791159,23.0246262927495,60.0098824984096,0,75.3762866568428,100.426949569461,123.580094521793,160.293632728269,184.467423890288,204.561124399106,221.49809883216,236.163051657856,249.759624251162,263.410033838774,275.619970333805,287.68137760058,300.871428504349,315.953948334537,331.544180292622,347.4577702036,365.646208292753,387.388604408978,413.910419747607,445.247360935312,495.205141357059,542.300706608742,600.079124573289,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,85.721348487436,22.2912080809179,63.430140406518,0,84.7983224889481,112.119508580878,132.818794858439,167.955621779292,190.991030976357,210.290123789125,226.507691643868,240.458473418747,253.394173636388,266.51105394238,278.080170588475,289.516549800653,302.222653104449,317.023426002596,332.32260647537,347.864951175392,365.779653871659,387.403321119969,413.934043116275,445.027996092237,495.06459550527,542.699104619601,601.48161698257,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,82.2030615204887,23.1865089271692,59.0165525933195,0,68.6733224889481,94.9803182656434,118.652606337017,157.205336819303,182.150851876574,203.006264948994,220.18536118618,235.308433115088,248.979577282558,262.58628806862,275.197466625531,287.141549800653,300.605357067392,315.823191876355,331.3622028292,347.51499147905,365.851984329347,387.1871799601,412.524222216058,443.528281052226,491.605784026692,538.088294934835,594.08901514495,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,85.6901223736844,24.5910156379736,61.0991067357108,0,61.2506033389481,89.3423642156434,115.328351049517,155.714560694303,182.673438889074,204.140492973994,222.56156694868,238.404979740088,253.310163782558,267.65501156862,280.733737963031,293.891549800653,308.245896167392,323.624432888855,340.0342172917,357.31651814155,376.361739666847,399.1157508101,426.695247266058,460.504623902226,513.466204101692,564.851174834835,629.20806591995,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,81.9529924987496,21.7547007749953,60.1982917237542,0,84.7983224889481,111.190318265643,131.091356337017,165.306586819303,187.719601876574,206.522514948994,222.31536118618,235.884683115088,248.468327282558,261.25128806862,272.499966625531,283.624049800653,296.019107067392,310.499441876355,325.4647028292,340.654991479051,358.188234329347,379.3871799601,405.421722216058,435.893281052226,485.008284026692,531.844544934835,589.70026514495,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,76.8177202032766,20.6543412069105,56.1633789963661,0,84.7983224889481,112.980318265643,137.85472160817,166.383194722882,185.821343331488,202.226491651261,216.519211712185,228.979972580483,240.837133233117,253.099500450744,264.066235875723,274.891549800653,287.065747421296,301.193571330149,315.639028034952,330.032525029386,346.487474434248,366.039282231123,389.721768191518,417.420567350089,460.707318417036,500.579071030096,551.304619400993,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,93.3099093465757,24.0487915358649,69.2611178107108,0,77.9233224889481,104.480318265643,129.152606337017,168.580336819303,194.400851876574,215.881264948994,233.81036118618,249.433433115088,263.729577282558,277.96128806862,290.572466625531,303.266549800653,317.105357067392,332.823191876355,348.9872028292,365.38999147905,384.351984329347,406.8121799601,434.499222216058,466.265781052226,517.843284026692,565.563294934835,626.21401514495,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,76.708224563967,23.493845883691,53.214378680276,0,69.3233224889481,85.3553182656434,108.190106337017,147.142836819303,172.713351876574,194.006264948994,211.92286118618,227.408433115088,241.779577282558,256.27378806862,269.209966625531,282.016549800653,294.980357067392,309.960691876355,325.3747028292,340.989991479051,358.926984329347,380.5746799601,407.161722216058,438.415781052226,488.793284026692,533.838294934835,586.67651514495,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,78.6524573813083,23.48719285951,55.1652645217983,0,69.78522165,91.7038974847659,114.548351494926,152.160197011432,176.854451182802,197.487325182602,214.833243253807,229.806156105947,243.688986195611,257.703556994117,270.148434199364,282.43638375,295.70461325904,311.089405407464,326.983049185578,343.153216340823,361.745473765287,384.111565719109,411.530416824323,443.718109562126,495.395852806078,544.451919319973,601.774259381337,"2021-03-06","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,86.2547427449452,23.7140317277127,62.5407110172325,0,77.0358199889481,101.690184515643,124.583956337017,162.194023069303,186.881893126574,207.489376198994,224.82723118618,239.782900615088,253.649102282558,267.64852931862,280.071287875531,292.347666050653,305.893768317392,321.548181876355,337.7299103292,354.20275522905,373.122345579347,395.8662999601,423.705413466058,456.451827302226,508.961665276692,558.790659934835,620.26374889495,"2021-03-06","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",7.36,49.1028132268437,12.5819787775369,36.5208344493069,0,60.6257222742988,82.2612320586013,100.868964058041,122.322487341873,136.797077650644,148.301023174205,158.170384102687,167.033375241888,175.246257382081,183.039479393628,190.579511880023,198,205.420488119977,212.960520606372,220.753742617919,228.966624758112,237.829615897313,247.698976825795,259.202922349356,273.677512658127,295.131035941959,313.738767941399,335.374277725703,"2021-03-13","MA","4wk ahead inc death"
"UMass-MechBayes",5.11,64.2386956521739,15.8473913043478,48.3913043478261,0,102,117,125,142,154,163,172,178,187,196,203,212,219,232,244,256,270,288,307,338,394,432,494,"2021-03-13","MA","4wk ahead inc death"
"USC-SI_kJalpha",3.22,94.1411407368696,3.79468281513043,90.3464579217391,0,199.7048236,200.0695745,200.385252,200.8834784,201.8174152,202.4823573,203.2411712,203.6863918,204.3532036,207.5769447,208.7836538,211,212.4419796,216.013698,220.1429798,221.6889289,227.0891232,236.805107,242.7517967,243.8408527,250.0683546,255.4275191,255.723354,"2021-03-13","MA","4wk ahead inc death"
"RobertWalraven-ESG",-2.65,133.470843478261,32.4169304347826,101.053913043478,0,0,42.94,90.93,146.28,183.64,213.33,238.8,261.67,282.85,302.95,322.37,341.46,360.55,379.98,400.07,421.25,444.12,469.59,499.28,536.64,591.99,639.98,695.77,"2021-03-13","MA","4wk ahead inc death"
"COVIDhub-baseline",-16.33,242.736347551106,42.3492231581229,200.387124392983,0,0,23.1286752867529,123.767360673607,226.141267412674,288.24479394794,335.831078310783,373.29857298573,406.234314343143,433.44733197332,458.291340913409,481.1958699587,503,524.687513375134,547.307847078471,572.616054660547,600.672836728367,631.779925299253,669.955235552356,718.971430714307,781.458628586284,883.778083780838,988.120308953089,1108.6386502865,"2021-03-13","MA","4wk ahead inc death"
"Karlen-pypm",14.52,16.319,14.9711739130435,1.34782608695652,0,31,40,50,62,70,77,86.8,95,102,109.6,121,128,136,146.4,156,166,183,198.2,218.2,242.1,280,319.1,380.1,"2021-03-13","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",-7.98,178.42347826087,21.6408695652174,156.782608695652,0,114.8,224,246.9,263.7,275.3,284.7,292.8,300.1,306.7,312.9,318.6,324,342.2,361.6,382.2,404.6,429.1,456.4,488.1,527.1,583.7,661,770.3,"2021-03-13","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-4.67,147.909289374063,18.0052983112487,129.903991062814,0,123.159136780729,169.45969612434,193.136118515959,220.420376700587,238.910535139756,253.492204803165,266.119630078696,277.394116931848,287.841808082435,297.763356513209,307.309088715544,316.779657672191,328.565832664344,340.445548727863,352.792970148213,365.795179068128,379.826339773071,395.541239762608,413.688207607669,436.699311163776,470.65472006974,500.120157550121,557.741457511756,"2021-03-13","MA","4wk ahead inc death"
"BPagano-RtDriven",4.02,72.6312913478261,12.6423852608696,59.9889060869565,0,91.95302,112.3296,130.54519,151.87505,166.3599,177.9005,187.81399,196.72333,204.98309,212.82313,220.40982,227.87684,235.34387,242.93055,250.7706,259.03035,267.93969,277.85318,289.39378,303.87864,325.20849,343.42408,363.80067,"2021-03-13","MA","4wk ahead inc death"
"Ensemble.all",NA,104.7844838529,19.3611037267,85.4233801261997,0,80.3603002950031,112.354308663299,140.170320583067,170.624739983904,190.563302437593,206.226351509795,219.893749818568,231.760169812987,242.713521226426,253.438250168916,263.694216039363,273.568499741355,284.912187084384,297.737573823634,311.038483025187,324.889324383845,341.187188241071,360.004859904529,381.843126374592,409.266105012021,452.725631599171,494.767870393845,551.272045502662,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,112.147503353472,20.2084943453454,91.9390090081271,0,82.8271225475911,116.115943238887,145.082990148696,176.662521564158,197.284080535962,213.467017551744,227.609170533053,239.851019134374,251.146929206969,262.238096515827,272.833554059281,283.014562209024,294.848649454935,308.334705475792,322.324075576095,336.879661837062,354.106884784041,374.043095289371,397.173151877747,426.214679056258,472.424956056322,517.396508200401,578.259266474782,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,109.89618563886,19.800317779494,90.095867859366,0,77.6553378318785,111.773597246212,142.066610655951,174.202832481892,195.133715242293,211.629645448519,225.880468545889,238.48019103961,249.67771137973,260.618031440031,271.280993044283,281.264562209024,293.151210469932,305.954770551588,319.418293403335,333.500489931826,350.085586771205,369.005467392595,391.198517171416,418.174368138523,460.066335549067,502.613854193076,558.431051190495,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,108.003753895664,21.3069063406462,86.6968475550181,0,65.4422348818785,101.389900433712,132.643454155951,166.842397681892,189.156538342292,206.694350786019,221.975322145889,235.26939206461,247.508560929729,259.170913352531,270.558036319283,281.389562209024,293.970963019932,307.953058301588,322.400420928335,337.789373819326,355.449446371205,375.404829017595,399.229542583916,429.944261551023,478.057791224067,524.685414305576,588.215631940495,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,102.136936486357,17.7291253881896,84.407811098167,0,90.4053378318785,121.031097246212,146.325360655951,173.667832481892,191.428715242292,205.338395448519,217.530468545889,228.02144103961,237.696461379729,247.249281440031,256.359743044283,265.082062209024,275.457460469932,287.457270551588,299.909543403335,312.844239931826,328.320586771205,346.306717392595,367.163517171417,393.344368138523,435.317585549067,476.616354193076,533.209801190495,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,88.4541976589167,16.4875887977721,71.9666088611446,0,90.4053378318785,123.507512835368,142.22069057175,163.685174055307,178.3531159988,190.025760659671,200.718146922673,209.950901746717,218.871794883064,227.831613825855,236.506509299446,244.889562209024,254.94027129804,266.541289666779,278.341286570766,290.41638534078,304.863096108798,321.26106294855,339.702088332128,362.742039565238,398.844075076462,433.09881557394,481.601219904682,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,119.307764747226,19.909844953407,99.3979197938192,0,86.5303378318785,121.398597246212,151.441610655951,184.202832481892,205.633715242293,222.379645448519,236.530468545889,248.85519103961,260.302711379729,271.418031440031,281.530993044283,291.764562209024,303.526210469932,316.654770551588,330.418293403335,344.750489931826,360.960586771205,380.230467392595,402.298517171417,430.161868138523,474.316335549067,516.726354193076,572.668551190495,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,96.8056965084252,19.0761329968853,77.7295635115399,0,76.0553378318785,98.3985972462118,126.829110655951,158.990332481892,179.971215242293,196.417145448519,210.780468545889,223.21769103961,234.71521137973,246.005531440031,256.830993044283,267.264562209024,277.751210469932,289.754770551588,302.143293403335,314.925489931826,330.198086771205,347.955467392595,368.561017171416,394.536868138523,436.353835549067,473.988854193076,523.893551190495,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,100.118000911722,19.5305794036314,80.5874215080911,0,75.0104457342873,105.216135230669,133.549595841456,164.400285394318,184.519898349823,200.318119848124,214.115514786052,226.055926423129,237.072485369425,247.89761187588,258.24235695484,268.167105,279.455481386889,292.399076960605,305.819172134808,319.77609254831,336.357294299571,355.562812422269,377.862491220458,405.836954243051,450.48449554035,494.098834499311,550.463369001525,"2021-03-13","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,108.803632916034,20.2009435349288,88.6026893811051,0,78.9112103318785,112.357397246212,141.373461905951,172.968451231892,193.588727742293,209.767082948519,223.903719795889,236.13977478961,247.429825129729,258.515140190031,269.104765544283,279.279957209024,291.108226719932,304.588451801588,318.571968403335,333.121696181826,350.343125521205,370.273819892595,393.399294671416,422.439538138523,468.665274299067,513.685844193076,574.705967440495,"2021-03-13","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",4.31,44.6684546715287,15.5187854815119,29.1496691900168,0,4.56067853897912,31.2462135460155,54.1972458361306,80.6583161932649,98.5114747390144,112.70059919453,124.873604553766,135.805339588904,145.935221253159,155.547488349246,164.847468006574,174,183.152531993426,192.452511650754,202.064778746841,212.194660411096,223.126395446234,235.29940080547,249.488525260986,267.341683806735,293.802754163869,316.753786453985,343.439321461021,"2021-03-20","MA","4wk ahead inc death"
"UMass-MechBayes",3.48,48.1526086956522,12.1960869565217,35.9565217391304,0,84,95,103,114,121,128,135,141,147,152,160,167,174,183,193,201,211,224,237,255,293,320,347,"2021-03-20","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.75,87.5788401735652,7.85384128660869,79.7249988869565,0,163.7746127,163.8746667,164.3620691,164.8017447,165.2989621,165.689778,166.7049215,167.1519058,176.662712,184.7222379,193.7938767,196,196.5394837,209.7173002,216.3803996,218.2413909,220.404934,227.1222953,231.8896238,234.4898276,244.7179738,254.4209125,254.4971153,"2021-03-20","MA","4wk ahead inc death"
"RobertWalraven-ESG",-0.94,83.2291434782609,19.5130565217391,63.7160869565217,0,20.21,53.78,82.66,115.97,138.44,156.31,171.63,185.39,198.14,210.23,221.92,233.41,244.9,256.58,268.67,281.42,295.18,310.51,328.37,350.85,384.15,413.03,446.6,"2021-03-20","MA","4wk ahead inc death"
"COVIDhub-baseline",-7.92,147.817337878248,42.8017313308785,105.01560654737,0,0,0,0,74.2170371703717,136.253712537125,184.880298802988,222.422554225542,254.144235442354,282.50239402394,307.99753397534,331.978746287463,355,377.857281072811,401.551273512735,427.140621906219,455.425218252182,487.479412294123,524.548753487535,572.203289532895,634.348546485465,737.784600846006,840.667860678606,963.59797407974,"2021-03-20","MA","4wk ahead inc death"
